image,roi,item_id,count
credit_trade/1.png,"[10,120,1250,510]",item_char_skill_level_7_12,2
credit_trade/1.png,"[10,120,1250,510]",item_expcard_stage1_low,1
credit_trade/1.png,"[10,120,1250,510]",item_expcard_stage1_mid,1
credit_trade/1.png,"[10,120,1250,510]",item_gold,2
credit_trade/1.png,"[10,120,1250,510]",item_weapon_expcard_low,1
credit_trade/1.png,"[10,120,1250,510]",item_weapon_expcard_mid,1
credit_trade/2.png,"[10,120,1250,510]",item_char_skill_level_7_12,1
credit_trade/2.png,"[10,120,1250,510]",item_expcard_stage1_mid,1
credit_trade/2.png,"[10,120,1250,510]",item_gachabyproducts_weapongold,1
credit_trade/2.png,"[10,120,1250,510]",item_gold,3
credit_trade/2.png,"[10,120,1250,510]",item_weapon_break_high,1
credit_trade/2.png,"[10,120,1250,510]",item_weapon_expcard_low,1
credit_trade/2.png,"[10,120,1250,510]",item_weapon_expcard_mid,2
credit_trade/3.png,"[10,120,1250,510]",item_char_break_stage_3_4,1
credit_trade/3.png,"[10,120,1250,510]",item_char_skill_level_7_12,4
credit_trade/3.png,"[10,120,1250,510]",item_gold,3
credit_trade/3.png,"[10,120,1250,510]",item_weapon_expcard_low,1
credit_trade/3.png,"[10,120,1250,510]",item_weapon_expcard_mid,1
credit_trade/4.png,"[10,120,1250,510]",item_char_break_stage_1_2,1
credit_trade/4.png,"[10,120,1250,510]",item_char_break_stage_3_4,1
credit_trade/4.png,"[10,120,1250,510]",item_char_skill_level_1_6,1
credit_trade/4.png,"[10,120,1250,510]",item_char_skill_level_7_12,1
credit_trade/4.png,"[10,120,1250,510]",item_expcard_stage2_low,1
credit_trade/4.png,"[10,120,1250,510]",item_gold,4
credit_trade/4.png,"[10,120,1250,510]",item_weapon_expcard_mid,1
credit_trade/5.png,"[10,120,1250,510]",item_char_skill_level_7_12,1
credit_trade/5.png,"[10,120,1250,510]",item_expcard_stage2_low,2
credit_trade/5.png,"[10,120,1250,510]",item_gold,6
credit_trade/5.png,"[10,120,1250,510]",item_weapon_expcard_low,1
port_storager/1.png,"[78,228,1150,410]",item_drop_agdisk_1,1
port_storager/1.png,"[78,228,1150,410]",item_drop_hshog_1,1
port_storager/1.png,"[78,228,1150,410]",item_drop_hsmino_1,1
port_storager/1.png,"[78,228,1150,410]",item_drop_hvybow_1,1
port_storager/1.png,"[78,228,1150,410]",item_drop_lbroshan_1,1
port_storager/1.png,"[78,228,1150,410]",item_drop_lbtough_1,1
port_storager/1.png,"[78,228,1150,410]",item_drop_sandb_1,1
port_storager/1.png,"[78,228,1150,410]",item_drop_wgabyss_1,1
port_storager/1.png,"[78,228,1150,410]",item_drop_wgshoal_1,1
port_storager/1.png,"[78,228,1150,410]",item_plant_crylplant_1_1,1
port_storager/1.png,"[78,228,1150,410]",item_plant_crylplant_1_2,1
port_storager/1.png,"[78,228,1150,410]",item_plant_crylplant_2_1,1
port_storager/1.png,"[78,228,1150,410]",item_plant_mushroom_1_1,1
port_storager/1.png,"[78,228,1150,410]",item_plant_mushroom_1_3,1
port_storager/1.png,"[78,228,1150,410]",item_plant_mushroom_2_1,1
port_storager/1.png,"[78,228,1150,410]",item_plant_mushroom_2_2,1
port_storager/1.png,"[78,228,1150,410]",item_plant_spcstone_1_1,1
port_storager/1.png,"[78,228,1150,410]",item_plant_spcstone_1_2,1
port_storager/1.png,"[78,228,1150,410]",item_plant_spcstone_2_2,1
port_storager/1.png,"[78,228,1150,410]",item_port_battle_cannon_2,1
port_storager/1.png,"[78,228,1150,410]",item_port_battle_rocket_1,1
port_storager/1.png,"[78,228,1150,410]",item_port_battle_turret_3,1
port_storager/1.png,"[78,228,1150,410]",item_port_carrier_1,1
port_storager/1.png,"[78,228,1150,410]",item_port_power_diffuser_1,1
port_storager/1.png,"[78,228,1150,410]",item_port_travel_pole_2,1
port_storager/1.png,"[78,228,1150,410]",item_spaceship_cmpt_1,1
port_storager/1.png,"[78,228,1150,410]",item_spaceship_cmpt_2,1
port_storager/2.png,"[78,228,1150,410]",item_drop_agfly_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_agmelee_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_agrange_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_dog_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_erhound_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_ethillu_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_firebat_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_hsfly_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_lbmob_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_lbshamman_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_lbshield_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_mimicw_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_slimeml_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_wgslime_1,1
port_storager/2.png,"[78,228,1150,410]",item_drop_wgthorns_1,1
port_storager/2.png,"[78,228,1150,410]",item_plant_sp_2,1
port_storager/2.png,"[78,228,1150,410]",item_plant_sp_3,1
port_storager/2.png,"[78,228,1150,410]",item_plant_sp_4,1
port_storager/2.png,"[78,228,1150,410]",item_plant_tundra_insect_1,1
port_storager/2.png,"[78,228,1150,410]",item_plant_tundra_insect_2,1
port_storager/2.png,"[78,228,1150,410]",item_plant_tundra_wood,1
port_storager/2.png,"[78,228,1150,410]",item_port_battle_cannon_2,1
port_storager/2.png,"[78,228,1150,410]",item_port_battle_rocket_1,1
port_storager/2.png,"[78,228,1150,410]",item_port_battle_turret_3,1
port_storager/2.png,"[78,228,1150,410]",item_port_carrier_1,1
port_storager/2.png,"[78,228,1150,410]",item_port_travel_pole_2,1
port_storager/3.png,"[78,228,1150,410]",item_crystal_enr,1
port_storager/3.png,"[78,228,1150,410]",item_crystal_enr_powder,1
port_storager/3.png,"[78,228,1150,410]",item_fbottle_iron_water,1
port_storager/3.png,"[78,228,1150,410]",item_fbottle_iron_xiranite,1
port_storager/3.png,"[78,228,1150,410]",item_fbottle_iron_xiranite_enr,1
port_storager/3.png,"[78,228,1150,410]",item_glass_bottle,1
port_storager/3.png,"[78,228,1150,410]",item_iron_bottle,1
port_storager/3.png,"[78,228,1150,410]",item_iron_enr,1
port_storager/3.png,"[78,228,1150,410]",item_iron_enr_bottle,1
port_storager/3.png,"[78,228,1150,410]",item_iron_enr_powder,1
port_storager/3.png,"[78,228,1150,410]",item_iron_ore,1
port_storager/3.png,"[78,228,1150,410]",item_originium_ore,1
port_storager/3.png,"[78,228,1150,410]",item_plant_moss_1,1
port_storager/3.png,"[78,228,1150,410]",item_plant_moss_2,1
port_storager/3.png,"[78,228,1150,410]",item_plant_moss_3,1
port_storager/3.png,"[78,228,1150,410]",item_plant_moss_enr_powder_1,1
port_storager/3.png,"[78,228,1150,410]",item_plant_moss_seed_1,1
port_storager/3.png,"[78,228,1150,410]",item_port_battle_cannon_2,1
port_storager/3.png,"[78,228,1150,410]",item_port_battle_rocket_1,1
port_storager/3.png,"[78,228,1150,410]",item_port_battle_turret_3,1
port_storager/3.png,"[78,228,1150,410]",item_port_carrier_1,1
port_storager/3.png,"[78,228,1150,410]",item_port_travel_pole_2,1
port_storager/3.png,"[78,228,1150,410]",item_quartz_enr,1
port_storager/3.png,"[78,228,1150,410]",item_quartz_enr_powder,1
port_storager/3.png,"[78,228,1150,410]",item_quartz_sand,1
port_storager/3.png,"[78,228,1150,410]",item_xiranite_powder,1
port_storager/4.png,"[78,228,1150,410]",item_carbon_mtl,1
port_storager/4.png,"[78,228,1150,410]",item_crystal_powder,1
port_storager/4.png,"[78,228,1150,410]",item_crystal_shell,1
port_storager/4.png,"[78,228,1150,410]",item_equip_script_1,1
port_storager/4.png,"[78,228,1150,410]",item_equip_script_2,1
port_storager/4.png,"[78,228,1150,410]",item_equip_script_3,1
port_storager/4.png,"[78,228,1150,410]",item_equip_script_4_1,1
port_storager/4.png,"[78,228,1150,410]",item_iron_nugget,1
port_storager/4.png,"[78,228,1150,410]",item_iron_powder,1
port_storager/4.png,"[78,228,1150,410]",item_originium_enr_powder,1
port_storager/4.png,"[78,228,1150,410]",item_originium_powder,1
port_storager/4.png,"[78,228,1150,410]",item_plant_bbflower_powder_1,1
port_storager/4.png,"[78,228,1150,410]",item_plant_grass_powder_2,1
port_storager/4.png,"[78,228,1150,410]",item_plant_grass_spc_powder_1,1
port_storager/4.png,"[78,228,1150,410]",item_plant_grass_spc_powder_2,1
port_storager/4.png,"[78,228,1150,410]",item_plant_moss_powder_1,1
port_storager/4.png,"[78,228,1150,410]",item_plant_moss_powder_2,1
port_storager/4.png,"[78,228,1150,410]",item_plant_moss_powder_3,1
port_storager/4.png,"[78,228,1150,410]",item_plant_moss_spc_powder_1,1
port_storager/4.png,"[78,228,1150,410]",item_port_battle_cannon_2,1
port_storager/4.png,"[78,228,1150,410]",item_port_battle_rocket_1,1
port_storager/4.png,"[78,228,1150,410]",item_port_battle_turret_3,1
port_storager/4.png,"[78,228,1150,410]",item_port_carrier_1,1
port_storager/4.png,"[78,228,1150,410]",item_port_travel_pole_2,1
port_storager/4.png,"[78,228,1150,410]",item_quartz_glass,1
port_storager/4.png,"[78,228,1150,410]",item_quartz_powder,1
port_storager/5.png,"[78,228,1150,410]",item_agfly_1_agmelee_1_moss_2_1,1
port_storager/5.png,"[78,228,1150,410]",item_agmelee_1_moss_1_lbmob_1_1,1
port_storager/5.png,"[78,228,1150,410]",item_bottled_flower1spc_3,1
port_storager/5.png,"[78,228,1150,410]",item_bottled_flower2spc_2,1
port_storager/5.png,"[78,228,1150,410]",item_bottled_flower2spc_3,1
port_storager/5.png,"[78,228,1150,410]",item_bottled_grass2spc_2,1
port_storager/5.png,"[78,228,1150,410]",item_bottled_insec1_1,1
port_storager/5.png,"[78,228,1150,410]",item_bottled_insec1_2,1
port_storager/5.png,"[78,228,1150,410]",item_bottled_insec2_1,1
port_storager/5.png,"[78,228,1150,410]",item_bottled_insec2_2,1
port_storager/5.png,"[78,228,1150,410]",item_corp1_animal_1,1
port_storager/5.png,"[78,228,1150,410]",item_corp3_animal_1,1
port_storager/5.png,"[78,228,1150,410]",item_corp3_grass1_1,1
port_storager/5.png,"[78,228,1150,410]",item_corp4_grass2_1,1
port_storager/5.png,"[78,228,1150,410]",item_erhound_1_agmelee_1_moss_1_1,1
port_storager/5.png,"[78,228,1150,410]",item_ethillu_1_wgslime_1_wgthorns_1_1,1
port_storager/5.png,"[78,228,1150,410]",item_hscrane_1_hsmob_1_grass_1_1,1
port_storager/5.png,"[78,228,1150,410]",item_lbmob_1_lbshamman_1_sp_1_1,1
port_storager/5.png,"[78,228,1150,410]",item_lbshield_1_slimeml_1_dog_1_1,1
port_storager/5.png,"[78,228,1150,410]",item_port_battle_cannon_2,1
port_storager/5.png,"[78,228,1150,410]",item_port_battle_rocket_1,1
port_storager/5.png,"[78,228,1150,410]",item_port_battle_turret_3,1
port_storager/5.png,"[78,228,1150,410]",item_port_carrier_1,1
port_storager/5.png,"[78,228,1150,410]",item_port_travel_pole_2,1
port_storager/5.png,"[78,228,1150,410]",item_slimeml_1_erhound_1_agfly_1_1,1
port_storager/5.png,"[78,228,1150,410]",item_sp_1_moss_1_agmelee_1_1,1
port_storager/6.png,"[78,228,1150,410]",item_bottled_flower1spc_1,1
port_storager/6.png,"[78,228,1150,410]",item_bottled_flower1spc_2,1
port_storager/6.png,"[78,228,1150,410]",item_bottled_food_1,1
port_storager/6.png,"[78,228,1150,410]",item_bottled_food_2,1
port_storager/6.png,"[78,228,1150,410]",item_bottled_rec_hp_1,1
port_storager/6.png,"[78,228,1150,410]",item_bottled_rec_hp_3,1
port_storager/6.png,"[78,228,1150,410]",item_bottled_rec_hp_4,1
port_storager/6.png,"[78,228,1150,410]",item_bottled_rec_hp_5,1
port_storager/6.png,"[78,228,1150,410]",item_port_battle_cannon_2,1
port_storager/6.png,"[78,228,1150,410]",item_port_battle_rocket_1,1
port_storager/6.png,"[78,228,1150,410]",item_port_battle_turret_3,1
port_storager/6.png,"[78,228,1150,410]",item_port_carrier_1,1
port_storager/6.png,"[78,228,1150,410]",item_port_miner_1,1
port_storager/6.png,"[78,228,1150,410]",item_port_miner_2,1
port_storager/6.png,"[78,228,1150,410]",item_port_power_diffuser_1,1
port_storager/6.png,"[78,228,1150,410]",item_port_power_pole_2,1
port_storager/6.png,"[78,228,1150,410]",item_port_power_sta_1,1
port_storager/6.png,"[78,228,1150,410]",item_port_shaper_1,1
port_storager/6.png,"[78,228,1150,410]",item_port_travel_pole_1,1
port_storager/6.png,"[78,228,1150,410]",item_port_travel_pole_2,2
port_storager/7.png,"[78,228,1150,410]",item_bottled_food_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_battle_cannon_2,1
port_storager/7.png,"[78,228,1150,410]",item_port_battle_fog_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_battle_laser_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_battle_lightning_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_battle_medic_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_battle_rocket_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_battle_sniper_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_battle_turret_2,1
port_storager/7.png,"[78,228,1150,410]",item_port_battle_turret_3,1
port_storager/7.png,"[78,228,1150,410]",item_port_carrier_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_miner_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_miner_2,1
port_storager/7.png,"[78,228,1150,410]",item_port_power_diffuser_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_power_pole_2,1
port_storager/7.png,"[78,228,1150,410]",item_port_power_sta_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_shaper_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_travel_pole_1,1
port_storager/7.png,"[78,228,1150,410]",item_port_travel_pole_2,2
port_storager/8.png,"[78,228,1150,410]",item_bottled_flower2spc_3,1
port_storager/8.png,"[78,228,1150,410]",item_bottled_rec_hp_1,1
port_storager/8.png,"[78,228,1150,410]",item_bottled_rec_hp_5,4
port_storager/8.png,"[78,228,1150,410]",item_device_balloon_recycle_3,1
port_storager/8.png,"[78,228,1150,410]",item_device_xiranite_nexus_3,1
port_storager/8.png,"[78,228,1150,410]",item_device_xiranite_radar_1,1
port_storager/8.png,"[78,228,1150,410]",item_drop_agdisk_1,1
port_storager/8.png,"[78,228,1150,410]",item_drop_hshog_1,1
port_storager/8.png,"[78,228,1150,410]",item_drop_hsmino_1,1
port_storager/8.png,"[78,228,1150,410]",item_drop_hvybow_1,1
port_storager/8.png,"[78,228,1150,410]",item_drop_lbroshan_1,1
port_storager/8.png,"[78,228,1150,410]",item_drop_lbtough_1,1
port_storager/8.png,"[78,228,1150,410]",item_drop_sandb_1,1
port_storager/8.png,"[78,228,1150,410]",item_drop_wgabyss_1,1
port_storager/8.png,"[78,228,1150,410]",item_drop_wgshoal_1,1
port_storager/8.png,"[78,228,1150,410]",item_plant_crylplant_1_1,1
port_storager/8.png,"[78,228,1150,410]",item_plant_crylplant_1_2,1
port_storager/8.png,"[78,228,1150,410]",item_plant_crylplant_2_1,1
port_storager/8.png,"[78,228,1150,410]",item_plant_mushroom_1_1,1
port_storager/8.png,"[78,228,1150,410]",item_plant_mushroom_1_3,1
port_storager/8.png,"[78,228,1150,410]",item_plant_mushroom_2_1,1
port_storager/8.png,"[78,228,1150,410]",item_plant_mushroom_2_2,1
port_storager/8.png,"[78,228,1150,410]",item_plant_spcstone_1_1,1
port_storager/8.png,"[78,228,1150,410]",item_plant_spcstone_1_2,1
port_storager/8.png,"[78,228,1150,410]",item_plant_spcstone_2_2,1
port_storager/8.png,"[78,228,1150,410]",item_port_battle_cannon_2,1
port_storager/8.png,"[78,228,1150,410]",item_port_battle_rocket_1,1
port_storager/8.png,"[78,228,1150,410]",item_port_battle_turret_3,1
port_storager/8.png,"[78,228,1150,410]",item_port_power_diffuser_1,1
port_storager/8.png,"[78,228,1150,410]",item_port_travel_pole_2,1
port_storager/8.png,"[78,228,1150,410]",item_proc_bomb_1,1
port_storager/8.png,"[78,228,1150,410]",item_slimeml_1_agrange_1_moss_2_1,1
port_storager/8.png,"[78,228,1150,410]",item_spaceship_cmpt_1,1
port_storager/8.png,"[78,228,1150,410]",item_spaceship_cmpt_2,1
rewards/1.png,"[178,140,935,440]",item_expcard_stage2_high,1
rewards/2.png,"[178,140,935,440]",item_weapon_expcard_high,1
